assay,UniProt_ID,model,params,log_params,taxon,selection_type,seq_len,log_seq_len,MSA_Neff_L,log_msa_depth,MSA_Neff_L_category,upper_segment,rho
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Binding,365,2.5622928644564746,13.24,1.1218879851036812,Medium,False,0.153
Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Expression,365,2.5622928644564746,13.24,1.1218879851036812,Medium,False,0.147
Q59976_STRSQ_Romero_2015,Q59976_STRSQ,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Activity,501,2.699837725867246,27.97,1.4466924663715273,Medium,False,0.589
Q6WV12_9MAXI_Somermeyer_2022,Q6WV12_9MAXI,Progen3 112m,112000000.0,8.049218022670182,Eukaryote,Activity,222,2.346352974450639,0.44,-0.3565473235138126,Low,False,-0.014
Q837P4_ENTFA_Meier_2023,Q837P4_ENTFA,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Activity,589,2.7701152947871015,90.8,1.958085848521085,Medium,False,0.541
Q837P5_ENTFA_Meier_2023,Q837P5_ENTFA,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Activity,571,2.756636108245848,95.02,1.9778150260831866,Medium,False,0.421
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Progen3 112m,112000000.0,8.049218022670182,Eukaryote,Activity,238,2.376576957056512,0.51,-0.2924298239020636,Low,False,-0.018
R1AB_SARS2_Flynn_2022,R1AB_SARS2,Progen3 112m,112000000.0,8.049218022670182,Virus,OrganismalFitness,306,2.48572142648158,1.14,0.05690485133647256,Medium,False,0.031
RAD_ANTMA_Tsuboyama_2023_2CJJ,RAD_ANTMA,Progen3 112m,112000000.0,8.049218022670182,Eukaryote,Stability,54,1.7323937598229686,777.81,2.8908735224022113,High,False,0.374
RAF1_HUMAN_Zinkus-Boltz_2019,RAF1_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,OrganismalFitness,648,2.8115750058705933,0.59,-0.22914798835785583,Low,False,0.057
RASH_HUMAN_Bandaru_2017,RASH_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Activity,189,2.2764618041732443,125.77,2.0995770609167086,High,False,0.429
RASK_HUMAN_Weng_2022_abundance,RASK_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Expression,188,2.27415784926368,146.37,2.1654520728319286,High,False,0.189
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Binding,188,2.27415784926368,146.37,2.1654520728319286,High,False,0.573
RBP1_HUMAN_Tsuboyama_2023_2KWH,RBP1_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Stability,52,1.7160033436347992,976.49,2.9896678001409684,High,False,0.315
RCD1_ARATH_Tsuboyama_2023_5OAO,RCD1_ARATH,Progen3 112m,112000000.0,8.049218022670182,Eukaryote,Stability,57,1.7558748556724915,28.23,1.4507108781469193,Medium,False,0.302
RCRO_LAMBD_Tsuboyama_2023_1ORC,RCRO_LAMBD,Progen3 112m,112000000.0,8.049218022670182,Virus,Stability,63,1.7993405494535817,803.73,2.905110179092208,High,False,0.169
RD23A_HUMAN_Tsuboyama_2023_1IFY,RD23A_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Stability,44,1.6434526764861874,182.36,2.260929583529925,High,False,0.133
RDRP_I33A0_Li_2023,RDRP_I33A0,Progen3 112m,112000000.0,8.049218022670182,Virus,OrganismalFitness,757,2.8790958795000727,1.52,0.18184358794477254,Medium,False,0.34
REV_HV1H2_Fernandes_2016,REV_HV1H2,Progen3 112m,112000000.0,8.049218022670182,Virus,OrganismalFitness,116,2.0644579892269186,104.82,2.0204441553665746,High,False,0.05
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Stability,55,1.7403626894942439,258.65,2.412712482745101,High,False,-0.016
RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20_AQUAE,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Stability,59,1.7708520116421442,1816.95,3.2593429762772845,High,False,0.463
RL40A_YEAST_Mavor_2016,RL40A_YEAST,Progen3 112m,112000000.0,8.049218022670182,Eukaryote,OrganismalFitness,128,2.1072099696478683,30.52,1.4845845292828428,Medium,False,0.313
RL40A_YEAST_Roscoe_2013,RL40A_YEAST,Progen3 112m,112000000.0,8.049218022670182,Eukaryote,OrganismalFitness,128,2.1072099696478683,30.52,1.4845845292828428,Medium,False,0.36
RL40A_YEAST_Roscoe_2014,RL40A_YEAST,Progen3 112m,112000000.0,8.049218022670182,Eukaryote,Activity,128,2.1072099696478683,30.52,1.4845845292828428,Medium,False,0.34
RNC_ECOLI_Weeks_2023,RNC_ECOLI,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Activity,226,2.3541084391474008,70.7,1.8494194137968993,Medium,False,0.579
RPC1_BP434_Tsuboyama_2023_1R69,RPC1_BP434,Progen3 112m,112000000.0,8.049218022670182,Virus,Stability,61,1.7853298350107671,9091.45,3.958633154594723,High,False,0.727
RPC1_LAMBD_Li_2019_high-expression,RPC1_LAMBD,Progen3 112m,112000000.0,8.049218022670182,Virus,Activity,237,2.374748346010104,121.45,2.0843975191411492,High,False,0.199
RPC1_LAMBD_Li_2019_low-expression,RPC1_LAMBD,Progen3 112m,112000000.0,8.049218022670182,Virus,Activity,237,2.374748346010104,121.45,2.0843975191411492,High,False,0.262
RS15_GEOSE_Tsuboyama_2023_1A32,RS15_GEOSE,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Stability,63,1.7993405494535817,68.91,1.8382822499146885,Medium,False,0.325
S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Expression,553,2.7427251313046983,62.71,1.7973368007753499,Medium,False,0.381
S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Activity,553,2.7427251313046983,62.71,1.7973368007753499,Medium,False,0.387
SAV1_MOUSE_Tsuboyama_2023_2YSB,SAV1_MOUSE,Progen3 112m,112000000.0,8.049218022670182,Eukaryote,Stability,43,1.6334684555795864,105.1,2.021602716028242,High,False,0.083
SBI_STAAM_Tsuboyama_2023_2JVG,SBI_STAAM,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Stability,56,1.7481880270062005,27.03,1.4318460456987254,Medium,False,0.226
SC6A4_HUMAN_Young_2021,SC6A4_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Activity,630,2.7993405494535817,8.81,0.9449759084120479,Medium,False,0.408
SCIN_STAAR_Tsuboyama_2023_2QFF,SCIN_STAAR,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Stability,70,1.845098040014257,163.66,2.213942546840078,High,False,0.247
SCN5A_HUMAN_Glazer_2019,SCN5A_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,OrganismalFitness,2016,3.3044905277734875,26.58,1.4245549766067132,Medium,False,0.069
SDA_BACSU_Tsuboyama_2023_1PV0,SDA_BACSU,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Stability,44,1.6434526764861874,20.05,1.3021143769562011,Medium,False,0.161
SERC_HUMAN_Xie_2023,SERC_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,OrganismalFitness,370,2.568201724066995,117.4,2.0696680969115957,High,False,0.488
SHOC2_HUMAN_Kwon_2022,SHOC2_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,OrganismalFitness,582,2.7649229846498886,15.55,1.1917303933628562,Medium,False,0.233
SOX30_HUMAN_Tsuboyama_2023_7JJK,SOX30_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Stability,57,1.7558748556724915,262.24,2.418698936226424,High,False,0.229
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Stability,55,1.7403626894942439,37.48,1.5737995822157407,Medium,False,-0.068
SPG1_STRSG_Olson_2014,SPG1_STRSG,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Binding,448,2.651278013998144,0.0,-2.0,Low,False,0.205
SPG1_STRSG_Wu_2016,SPG1_STRSG,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Binding,448,2.651278013998144,1.34,0.12710479836480765,Medium,False,-0.028
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Stability,56,1.7481880270062005,56.55,1.7524326092614742,Medium,False,0.38
SPIKE_SARS2_Starr_2020_binding,SPIKE_SARS2,Progen3 112m,112000000.0,8.049218022670182,Virus,Binding,1273,3.1048284036536553,1.06,0.02530586526477026,Medium,False,0.377
SPIKE_SARS2_Starr_2020_expression,SPIKE_SARS2,Progen3 112m,112000000.0,8.049218022670182,Virus,Expression,1273,3.1048284036536553,1.06,0.02530586526477026,Medium,False,0.42
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,Progen3 112m,112000000.0,8.049218022670182,Eukaryote,Stability,60,1.7781512503836436,285.61,2.455773409227347,High,False,0.302
SQSTM_MOUSE_Tsuboyama_2023_2RRU,SQSTM_MOUSE,Progen3 112m,112000000.0,8.049218022670182,Eukaryote,Stability,40,1.6020599913279623,84.27,1.9256729939212405,Medium,False,0.135
SR43C_ARATH_Tsuboyama_2023_2N88,SR43C_ARATH,Progen3 112m,112000000.0,8.049218022670182,Eukaryote,Stability,48,1.6812412373755872,253.55,2.404063614883892,High,False,-0.241
SRBS1_HUMAN_Tsuboyama_2023_2O2W,SRBS1_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Stability,67,1.8260748027008264,363.68,2.5607194183808955,High,False,0.566
SRC_HUMAN_Ahler_2019,SRC_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Activity,536,2.72916478969277,2.75,0.43933269383026263,Medium,False,0.487
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Activity,536,2.72916478969277,3.38,0.5289167002776547,Medium,False,0.416
SRC_HUMAN_Nguyen_2022,SRC_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,OrganismalFitness,536,2.72916478969277,3.38,0.5289167002776547,Medium,False,0.41
SUMO1_HUMAN_Weile_2017,SUMO1_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,OrganismalFitness,101,2.0043213737826426,140.9,2.1489109931093564,High,False,0.165
SYUA_HUMAN_Newberry_2020,SYUA_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,OrganismalFitness,140,2.146128035678238,47.17,1.673665876245702,Medium,False,0.08
TADBP_HUMAN_Bolognesi_2019,TADBP_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,OrganismalFitness,414,2.617000341120899,0.33,-0.4814860601221125,Low,False,0.214
TAT_HV1BR_Fernandes_2016,TAT_HV1BR,Progen3 112m,112000000.0,8.049218022670182,Virus,OrganismalFitness,86,1.9344984512435677,115.56,2.062807533172159,High,False,0.462
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,Progen3 112m,112000000.0,8.049218022670182,Eukaryote,Stability,37,1.568201724066995,79.56,1.9006947744523979,Medium,False,0.282
THO1_YEAST_Tsuboyama_2023_2WQG,THO1_YEAST,Progen3 112m,112000000.0,8.049218022670182,Eukaryote,Stability,41,1.6127838567197355,206.87,2.3156975144495764,High,False,0.312
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Stability,59,1.7708520116421442,195.89,2.2920122662363456,High,False,-0.209
TPK1_HUMAN_Weile_2017,TPK1_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,OrganismalFitness,243,2.385606273598312,29.93,1.4761067168401913,Medium,False,0.11
TPMT_HUMAN_Matreyek_2018,TPMT_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Expression,245,2.3891660843645326,26.71,1.426673888021373,Medium,False,0.372
TPOR_HUMAN_Bridgford_2020,TPOR_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,OrganismalFitness,635,2.8027737252919755,0.19,-0.721246399047171,Low,False,0.266
TRPC_SACS2_Chan_2017,TRPC_SACS2,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,OrganismalFitness,248,2.3944516808262164,41.98,1.6230424342463816,Medium,False,0.529
TRPC_THEMA_Chan_2017,TRPC_THEMA,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,OrganismalFitness,252,2.401400540781544,41.51,1.6181527333785195,Medium,False,0.423
UBC9_HUMAN_Weile_2017,UBC9_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,OrganismalFitness,159,2.2013971243204513,55.33,1.7429606702141525,Medium,False,0.208
UBE4B_HUMAN_Tsuboyama_2023_3L1X,UBE4B_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Stability,69,1.8388490907372552,506.27,2.704382193196689,High,False,-0.066
UBE4B_MOUSE_Starita_2013,UBE4B_MOUSE,Progen3 112m,112000000.0,8.049218022670182,Eukaryote,Activity,1173,3.0692980121155293,0.64,-0.1938200260161128,Low,False,0.08
UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Stability,58,1.7634279935629373,17.55,1.2442771208018428,Medium,False,0.205
VG08_BPP22_Tsuboyama_2023_2GP8,VG08_BPP22,Progen3 112m,112000000.0,8.049218022670182,Virus,Stability,40,1.6020599913279623,1177.87,3.0710973605715015,High,False,0.312
VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,Progen3 112m,112000000.0,8.049218022670182,Eukaryote,Stability,65,1.8129133566428555,761.62,2.8817383400187397,High,False,0.162
VKOR1_HUMAN_Chiasson_2020_abundance,VKOR1_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Expression,163,2.2121876044039577,29.05,1.4631461367263496,Medium,False,0.271
VKOR1_HUMAN_Chiasson_2020_activity,VKOR1_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Activity,163,2.2121876044039577,29.05,1.4631461367263496,Medium,False,0.035
VRPI_BPT7_Tsuboyama_2023_2WNM,VRPI_BPT7,Progen3 112m,112000000.0,8.049218022670182,Virus,Stability,56,1.7481880270062005,81.19,1.9095025414054154,Medium,False,0.289
YAIA_ECOLI_Tsuboyama_2023_2KVT,YAIA_ECOLI,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Stability,52,1.7160033436347992,16.25,1.2108533653148932,Medium,False,-0.074
YAP1_HUMAN_Araya_2012,YAP1_HUMAN,Progen3 112m,112000000.0,8.049218022670182,Human,Binding,504,2.7024305364455254,0.26,-0.585026652029182,Low,False,0.384
YNZC_BACSU_Tsuboyama_2023_2JVD,YNZC_BACSU,Progen3 112m,112000000.0,8.049218022670182,Prokaryote,Stability,39,1.591064607026499,40.99,1.6126779183165019,Medium,False,0.603
A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,3423,3.534406899137877,1.63,0.21218760440395779,Medium,False,0.191
A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,852,2.9304395947667,42.81,1.6315452278343094,Medium,False,0.482
A0A1I9GEU1_NEIME_Kennouche_2019,A0A1I9GEU1_NEIME,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Activity,161,2.2068258760318495,14.07,1.1482940974347458,Medium,False,0.008
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Activity,87,1.9395192526186185,0.1,-1.0,Low,False,0.076
A0A2Z5U3Z0_9INFA_Doud_2016,A0A2Z5U3Z0_9INFA,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,565,2.7520484478194387,16.01,1.2043913319192998,Medium,False,0.466
A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,565,2.7520484478194387,16.01,1.2043913319192998,Medium,False,0.435
A4_HUMAN_Seuma_2022,A4_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,770,2.886490725172482,0.08,-1.0969100130080565,Low,False,0.38
A4D664_9INFA_Soh_2019,A4D664_9INFA,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,759,2.88024177589548,1.7,0.2304489213782739,Medium,False,0.349
A4GRB6_PSEAI_Chen_2020,A4GRB6_PSEAI,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,OrganismalFitness,266,2.424881636631067,120.61,2.081383317462285,High,False,0.52
AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,OrganismalFitness,177,2.247973266361807,985.3,2.9935684827897275,High,False,0.34
ACE2_HUMAN_Chan_2020,ACE2_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Binding,805,2.9057958803678687,1.97,0.2944662261615929,Medium,False,0.076
ADRB2_HUMAN_Jones_2020,ADRB2_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,413,2.615950051656401,67.99,1.832445041174111,Medium,False,0.505
AICDA_HUMAN_Gajula_2014_3cycles,AICDA_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,198,2.296665190261531,18.4,1.2648178230095364,Medium,False,-0.224
AMFR_HUMAN_Tsuboyama_2023_4G3O,AMFR_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,47,1.6720978579357175,26.51,1.4234097277330935,Medium,False,-0.164
AMIE_PSEAE_Wrenbeck_2017,AMIE_PSEAE,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Activity,346,2.5390760987927767,89.1,1.9498777040368747,Medium,False,0.516
ANCSZ_Hobbs_2022,ANCSZ,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Activity,627,2.7972675408307164,1.79,0.2528530309798932,Medium,False,0.488
ARGR_ECOLI_Tsuboyama_2023_1AOY,ARGR_ECOLI,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,69,1.8388490907372552,54.24,1.734319680859007,Medium,False,0.421
B2L11_HUMAN_Dutta_2010_binding-Mcl-1,B2L11_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Binding,198,2.296665190261531,0.45,-0.3467874862246563,Low,False,0.341
BBC1_YEAST_Tsuboyama_2023_1TG0,BBC1_YEAST,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Stability,64,1.806179973983887,271.76,2.4341855338619713,High,False,0.216
BCHB_CHLTE_Tsuboyama_2023_2KRU,BCHB_CHLTE,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,52,1.7160033436347992,51.95,1.7155855518931962,Medium,False,0.378
BLAT_ECOLX_Deng_2012,BLAT_ECOLX,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,OrganismalFitness,286,2.456366033129043,177.98,2.2503712024344784,High,False,0.366
BLAT_ECOLX_Firnberg_2014,BLAT_ECOLX,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,OrganismalFitness,286,2.456366033129043,177.98,2.2503712024344784,High,False,0.534
BLAT_ECOLX_Jacquier_2013,BLAT_ECOLX,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,OrganismalFitness,286,2.456366033129043,177.98,2.2503712024344784,High,False,0.55
BLAT_ECOLX_Stiffler_2015,BLAT_ECOLX,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,OrganismalFitness,286,2.456366033129043,177.98,2.2503712024344784,High,False,0.525
BRCA1_HUMAN_Findlay_2018,BRCA1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,1863,3.2702128548962426,0.05,-1.3010299956639813,Low,False,0.146
BRCA2_HUMAN_Erwood_2022_HEK293T,BRCA2_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,3418,3.533772058384718,0.02,-1.6989700043360187,Low,False,0.087
C6KNH7_9INFA_Lee_2018,C6KNH7_9INFA,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,566,2.7528164311882715,16.0,1.2041199826559248,Medium,False,0.385
CALM1_HUMAN_Weile_2017,CALM1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,149,2.173186268412274,190.77,2.280510079703276,High,False,0.201
CAPSD_AAV2S_Sinai_2021,CAPSD_AAV2S,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,735,2.8662873390841948,0.26,-0.585026652029182,Low,False,0.276
CAR11_HUMAN_Meitlis_2020_gof,CAR11_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,1154,3.0622058088197126,0.04,-1.3979400086720375,Low,False,0.056
CAR11_HUMAN_Meitlis_2020_lof,CAR11_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,1154,3.0622058088197126,0.04,-1.3979400086720375,Low,False,0.032
CAS9_STRP1_Spencer_2017_positive,CAS9_STRP1,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Activity,1368,3.1360860973840974,1.14,0.05690485133647256,Medium,False,0.167
CASP3_HUMAN_Roychowdhury_2020,CASP3_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,258,2.41161970596323,111.55,2.0474695746198566,High,False,0.312
CASP7_HUMAN_Roychowdhury_2020,CASP7_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,281,2.44870631990508,80.66,1.9066582176715998,Medium,False,0.343
CATR_CHLRE_Tsuboyama_2023_2AMI,CATR_CHLRE,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Stability,72,1.8573324964312685,1107.51,3.044347656272274,High,False,0.633
CBPA2_HUMAN_Tsuboyama_2023_1O6X,CBPA2_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,72,1.8573324964312685,43.64,1.6398847419163043,Medium,False,0.592
CBS_HUMAN_Sun_2020,CBS_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,551,2.741151598851785,3.5,0.5440680443502757,Medium,False,0.356
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,50,1.6989700043360187,269.65,2.430800424624181,High,False,0.375
CCDB_ECOLI_Adkar_2012,CCDB_ECOLI,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Activity,101,2.0043213737826426,168.82,2.227423895933663,High,False,0.068
CCDB_ECOLI_Tripathi_2016,CCDB_ECOLI,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,OrganismalFitness,101,2.0043213737826426,168.82,2.227423895933663,High,False,0.094
CCR5_HUMAN_Gill_2023,CCR5_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Binding,352,2.546542663478131,182.74,2.261833620575751,High,False,0.352
CD19_HUMAN_Klesmith_2019_FMC_singles,CD19_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Binding,556,2.7450747915820575,0.5,-0.3010299956639812,Low,False,0.041
CP2C9_HUMAN_Amorosi_2021_abundance,CP2C9_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Expression,490,2.690196080028514,165.48,2.2187455122234745,High,False,0.571
CP2C9_HUMAN_Amorosi_2021_activity,CP2C9_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Binding,490,2.690196080028514,165.48,2.2187455122234745,High,False,0.606
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Stability,72,1.8573324964312685,48.23,1.6833172619218826,Medium,False,0.486
CUE1_YEAST_Tsuboyama_2023_2MYX,CUE1_YEAST,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Stability,52,1.7160033436347992,7.64,0.8830933585756899,Medium,False,0.163
D7PM05_CLYGR_Somermeyer_2022,D7PM05_CLYGR,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Activity,235,2.3710678622717363,0.6,-0.2218487496163564,Low,False,0.079
DLG4_HUMAN_Faure_2021,DLG4_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,724,2.859738566197147,0.46,-0.3372421683184259,Low,False,0.611
DLG4_RAT_McLaughlin_2012,DLG4_RAT,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Binding,724,2.859738566197147,0.36,-0.44369749923271273,Low,False,0.38
DN7A_SACS2_Tsuboyama_2023_1JIC,DN7A_SACS2,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,55,1.7403626894942439,24.82,1.394801777162711,Medium,False,0.114
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,65,1.8129133566428555,547.68,2.7385268817938018,High,False,0.742
